filename,chemical_formula
IVOCON_clean.cif,Zn12P16H16O48
IVOGUX_clean.cif,Zn8O20C36H8N16
IVUVIG_clean.cif,O24C48N6H18Sm4
IWAXUZ_clean.cif,O576C192Mg96Na48
IWAYAG_clean.cif,Ca12C24O84K12
IWAYEK_clean.cif,Na6Mn12O72C24
IWAYIO_clean.cif,O576C192Fe96Na48
IWAYOU_clean.cif,O576C192Co96Na48
IWAYUA_clean.cif,O576C192Ni96Na48
IWAZEL_clean.cif,O576C192Zn96Na48
IWAZIP_clean.cif,Cd12O72C24Na6
IWELIG01_clean.cif,Co12H24C40N32O24
IWELIG_clean.cif,Co12H24C40N32O24
IWEVAJ_clean.cif,O192C384N48Cu56
IWIPIO_clean.cif,Cu16N20C28
IWOKOW_clean.cif,S80C528H544N48Fe8
IWOKUC_clean.cif,S24C264H272O16N24Fe4
IWOSAP_clean.cif,Ho4O24C24H24
IWOSUJ01_clean.cif,C16H18Ni2F4N8
IWOTAQ_clean.cif,C16H18Ni2F4N8
IXAKAU_clean.cif,Cu8H56C104N8O32
IXAMAW_clean.cif,O32Fe8P8
IXAMEA_clean.cif,O32Fe8P8
IXAMIE_clean.cif,O32Fe8P8
IXAZEO_clean.cif,La8K8O80C40
IXEBEU_clean.cif,N96C320H224Co8
IXECET_clean.cif,P24O96Al20Co4
IXEDOE_charged.cif,La2H64C80N16O40Cl6
IXEDUK_charged.cif,Yb6H192C244N48O60S4F12
IXEFAS_charged.cif,Eu6H192C254N48O90S14F42Cl20
IXEJIG_clean.cif,O96C256H192Zr24
IXEJOL_clean.cif,Mo32O224Co32P48N20H128C100
IXEJOM_clean.cif,O48C128H48F48Zr12
IXELAA_clean.cif,Np8O56C96H48Cs8
IXEQIL_clean.cif,Cd8H104C68N24O48
IXIPAG_clean.cif,Re48C48N48Se64Mn12
IXIPEK_clean.cif,Re48C48N48Se64Co12
IXIPIO_clean.cif,Re48C48N48Se64Mn12
IXISAJ_clean.cif,Cu8H48C48Br8N16
IXISOX_clean.cif,Cu8H48C48I8N16
IXISOZ02_clean.cif,Eu4Cl4O32C64H32
IXISUD_clean.cif,Cu36N60C150H144I24
IXITIU02_clean.cif,Eu16Cl8O96C192H96
IXITOA02_clean.cif,Eu8Cl4O48C96H48
IXODUV_clean.cif,V4H16C32O20
IXOFAD_clean.cif,V4H16C32O20
IXOFEH_clean.cif,V4H16C32O20
IXOFIL_clean.cif,V4H16C32O20
IXOFOR_clean.cif,V4H16C32O20
IXOFUX01_clean.cif,V4H16C32O20
IXOFUX_clean.cif,V4H16C32O20
IXUHUE_clean.cif,Cu8Mo16H64C96N24O28
IXUQOJ_clean.cif,C288H144O104Zn32
IXUQUO_clean.cif,Zn16H208C256N64O48
IXURID_clean.cif,Zn4H34C52N8O16
IXUWII_clean.cif,Co4H88C128N16O24
IXUWOO_clean.cif,Co4H80C120N16O24
IYAHAT_clean.cif,Nd6O40H22C68
IYAHEX_clean.cif,Pr6O40H22C68
IYAJID_clean.cif,Cd12O96C192H96Na12
IYAJOJ_clean.cif,Cd12Na8O96C192H96K4
IYAJUP_clean.cif,Cd12K12O96C192H96
IYAKAW_clean.cif,Mg8O96C192H96Cd12
IYAKIE_clean.cif,C256H128Ca8Cd16O128
IYASOS_clean.cif,Cd6C48H36N8O28
IYAYUE_clean.cif,Cu2S4C24H8O16Ca2
IYAZAL_clean.cif,Cd6C60H28O24
IYEHAX_clean.cif,Cu12O48N20C144H76
IYEPUZ_clean.cif,Mn10C152H72N8O40
IYEQUA_clean.cif,Cd8C144H208N32O32
IYESUC_clean.cif,C384H192N32O64In8Co8
IYEXOZ_clean.cif,Mo48Co16P32O200Na12
IYICUP_clean.cif,La4Co4H72C144N24O48
IYIGEC_clean.cif,Ag8H88C44S8N16O24
IYOBAA_clean.cif,Cu12H84W4C108S12Br4N28
IYOCIK_clean.cif,C288H192I48N96Zn24
IYOCOQ_clean.cif,I48Zn24N96C288H192
IYODAD_clean.cif,Br48C288H192N96Zn24
IYOQAQ_clean.cif,Zn8O20C36H12N16
IYOQIY_clean.cif,Cd4O16N16C36H12
IYOSUM_clean.cif,Dy8O48N24C192H96
IYOTAT_clean.cif,Tb8C192N24O48H96
IYOVIC_clean.cif,Eu6Br4Cl6S8O32C48H16
IYOVOI_clean.cif,Nd4S8O32C48H16
IYOVUO_clean.cif,Eu4S8O32C48H16
IYOWID_manual.cif,Zn12H168C276N12O48
IYUCEM_clean.cif,Eu4O24N24C132H72
IYUCIQ_clean.cif,Dy8O48N48C192H96
IYUHEQ_clean.cif,In12O66N30C180H96
IYUHIU_ion_b.cif,In24O180C308H415N56
IYUHOA_clean.cif,In12O90C198H78
IYUHUG_ion_b.cif,In24O136N8C356H248
IYUJAO_clean.cif,In9H72C129O54
IYUQEZ_clean.cif,N240C564Na52O24
IYUQID_clean.cif,N240C480Na52
IYUROK_clean.cif,O16N32C48H32Cu4Co4
IZEBAR_clean.cif,Tb4H28C68O24
IZEBEV_clean.cif,Cd6H36C64O28
IZEFEZ_charged.cif,Cd7H176C240N36O56
IZEHAX_clean.cif,Cd6H16C8N40Cl4
IZENEI_clean.cif,In24C192H72O128N24Cl24
IZENIM_clean.cif,In24C192H72N24O128Br24
IZENUY_clean.cif,Fe24O104C192H72N24
IZEPAF_clean.cif,Cr36H144C288O156
IZEPEJ_clean.cif,Cr24H96C192O104
IZEQUB_clean.cif,O36C120H64Ni6
IZERAI_clean.cif,O26C138H96Ni6
IZEVAM_clean.cif,H24Cu8Cl12N8C12
IZEWAN_clean.cif,C108H56O36Zn8
IZIGUV_clean.cif,In8O48N32H176C308
IZIHAC_clean.cif,Sm24O144C360H168
IZIHEG_clean.cif,Eu24O144C360H168
IZIHOQ_clean.cif,Dy24O144C360H168
IZIKEJ_clean.cif,N36C36Fe6K6
IZIKOT02_clean.cif,C12N12Fe2K2
IZISEQ_clean.cif,Si32N32C256H384Ni8
IZOTUM_clean.cif,C48H32Ag8N32
IZOWAW_clean.cif,Zn12Mo36H12C36O96
IZOWEA_clean.cif,Zn16Mo48P4H12C36O136
IZUMUM_clean.cif,Cu8H56C56N40O16
IZUVUV_clean.cif,Zn24Cl48C288H192N96
JABMEF_clean.cif,Zn8P12O48H16
JADBIC_clean.cif,Ce2N6O12C36H18
JADJOQ_clean.cif,Zn8O28C44H32
JADMAF_clean.cif,Co16O112N32C424H320
JAFPIQ_clean.cif,Ag8C24H40N8O8
JAHNEM01_clean.cif,Mn6O12C30N24H42Cr2
JAHNEM02_clean.cif,Mn6O12C30N24H42Cr2
JAHNEM03_clean.cif,Mn6O12C30N24H42Cr2
JAHNEM_clean.cif,Mn6Cr2H42C30N24O12
JAHXUM_clean.cif,Gd8H56C112O56
JAJKUD_clean.cif,Eu2O16H22C44
JAJLAK_clean.cif,Tb2O16H22C44
JAJLEO_clean.cif,Dy2O16H22C44
JAKBIJ_clean.cif,C24Mn4N36
JAKBOP01_clean.cif,Mn4C24N36
JAKBOP_clean.cif,C24N36Mn4
JAKBUV_clean.cif,Mn4C24N36
JAKPET_clean.cif,Pb8O60N12C168H108
JALCAD_clean.cif,Al24C192H72N24O104
JALLEQ_clean.cif,C480N192O576Ce144
JALLOA_clean.cif,O320Ce96C288
JALPAQ_clean.cif,Cu8O32N8C104H56
JALTUL_clean.cif,N16C16Li4H64
JASNAT_clean.cif,Zn4H32C52N4O16
JASNEX_clean.cif,Zn2H20C34N2O8
JAVNIE_clean.cif,Cu6H32C48N40Cl4
JAVSUV_clean.cif,P6Al6F2O24
JAVTEG_clean.cif,P10Al8O40
JAVWUY_clean.cif,Ag4H72C36S12
JEBCOJ_clean.cif,Sm4Cu6H60C48N12O48
JEBDOK_clean.cif,In6H6C12O30
JEDJUY_clean.cif,K2Gd2H4C20O18
JEDKEJ_clean.cif,Cr8Cu12H156C192N84
JEJKEP_clean.cif,Co8H56C72N8O40
JEJKIT_clean.cif,Co4O40N8C72H56Ni4
JEJWOL_clean.cif,Nd4H60C102N6O24
JELPAS_clean.cif,As16Fe12O84H12C12
JEMNAR_clean.cif,Ni4H28C36N4O20
JEMQEY_clean.cif,Nd2H42C28O16
JENKET_SL.cif,Zn16H264C400N8O56
JENKIX_SL.cif,Zn32O112C720H448
JESDIV_clean.cif,Ga4P6F6O18H8
JETNOL_clean.cif,La2Cr2C12N12
JETZAK_clean.cif,Mg6H48C84O24
JEWYAM_charged.cif,Mn12H24C72N96Cl3O12
JEXSOV_clean.cif,Nd4H2C8N2O24
JEXWUF01_clean.cif,O12Co2C6H6
JEXWUF_clean.cif,O12Co2C6H6
JEXXAM05_clean.cif,O12Ni2C6H6
JEXXAM06_clean.cif,O12Ni2C6H6
JEXXAM07_clean.cif,O12Ni2C6H6
JEXXAM_clean.cif,O12Ni2C6H6
JEYXOB_clean.cif,Fe8P4H4O36C12
JILWIL_clean.cif,P24O96Al24
JILWOR_clean.cif,P48Al48O192
JILXOS_clean.cif,Cu16H72C112N40O8
JIQVAH_clean.cif,Yb4H12Ru6C48N36
JISVAJ_clean.cif,Eu2H18C36N6O12
JITPOS_SL.cif,Zn24H144C184S8N24O80
JITQEI_clean.cif,N36C216H144Cu9
JIVFUQ_clean.cif,Zn2P4H12C12O16
JIVHIG_clean.cif,K12H180C132O28
JIVSEN_clean.cif,Sm4O24N4C56H32Cu2
JIVSIQ_clean.cif,O32Zr4P8H4
JIWKUW_clean.cif,Tb8Na8H136C136N16O78
JIXWUJ01_clean.cif,Mn12H24C24O48
JIXWUJ02_clean.cif,Mn12O48C24H24
JIXWUJ_clean.cif,Mn12H24C24O48
JIYXUL_clean.cif,Na13Fe4Sb2W18C8O86
JIZJAF_clean.cif,Co12C120H96N8O40
JIZJEJ_clean.cif,Co12C120H96N8O40
JIZJOT_clean.cif,Co12H96C120N8O40
JIZJUZ_clean.cif,Co12H96C120N8O40
JIZWEW_clean.cif,Al4O20C32
JIZWIA_clean.cif,Al4O20C32
JIZWOG_clean.cif,Al8O40C64
JOBKUI_clean.cif,Fe16N112C144H80
JOCLOD_clean.cif,N32C160H128Co8
JOCPIB_clean.cif,Cu8H32C64N32O16F16
JOCWIJ_clean.cif,N72C96H104Cu24O56
JODFOZ_clean.cif,Co2H40C56N4O8
JODGEP_clean.cif,Er8Cu4H8C48N16O48
JOFGOC_clean.cif,Cd4H88C104N16O16
JOFKIA01_clean.cif,Cu18C54N72H36O36
JOFKIA_clean.cif,Cu6H12C18N24O12
JOGBIR_clean.cif,Cu8H60C33Br8N6
JOGHEU_clean.cif,N8C44H36O8Ni4
JOGHIY_clean.cif,C44H36N8O8Co4
JOGSAA_clean.cif,Ni4C64H44N12O8
JOHFIW_manual.cif,Y4H12C36O24
JOJKUQ_clean.cif,N144C320H128O144Zn8Cu32
JOJLOK_clean.cif,Th4H24C56N8O32
JOJMEB_clean.cif,Th2H8C24N8O16
JOKWOV_clean.cif,Zn8P8O32H4
JOKXAI10_clean.cif,Cd8N48C56Ni8
JOKXAI_clean.cif,Cd8N48C56Ni8
JOKXEM10_clean.cif,Cd8N48C56Ni8
JOKXEM_clean.cif,Cd8N48C56Ni8
JOKXOW10_clean.cif,Cd8N48C56Ni8
JOKXOW_clean.cif,Cd8N48C56Ni8
JOKXUC10_clean.cif,Cd8N48C56Ni8
JOKXUC_clean.cif,Cd8N48C56Ni8
JOKYAJ10_clean.cif,Cd8N48C60Ni8
JOKYAJ_clean.cif,Cd8N48C56Ni8
JOKYEN_clean.cif,Cd8N48C56Ni8
JOKYIR10_clean.cif,Cd8N48C56Ni8
JOKYIR_clean.cif,Cd8N48C56Ni8
JOKYOX10_clean.cif,Cd8N48C56Ni8
JOKYOX_clean.cif,Cd8N48C56Ni8
JOLYEQ_clean.cif,C432P54O162N54Zr9
JONKEE_clean.cif,Cu384N2304C1536H1536
JOPWUI_clean.cif,Cd12H144C198O72
JOQSOZ_clean.cif,Cu12N32C88H72
JOQZUM_clean.cif,Mn8Mo4C32N32
JORBAV_clean.cif,Mn8W4C32N32
JORLEJ_clean.cif,Cd8H192C280N24O20
JORRAL_clean.cif,O48C296Cd8N32H224
JORSEQ_clean.cif,Cd8N40H88O24C108
JORVET_clean.cif,Zn12H176C246N40O60
JOSNAG01_clean.cif,La2H24C18O12
JOSNAG_clean.cif,La2H24C18O12
JOSQEN_clean.cif,C40N28H48Cd4
JOSTIU_clean.cif,Nd24O96N24C168
JOTHOP_clean.cif,P6O24Sn8
JOVDON_clean.cif,Ce8H8C40O56
JOVROD_clean.cif,Co4C24N24Li4
JOVWOI_clean.cif,Fe3Al11P16O64
JOVXEZ_clean.cif,Cu4H32C44N8O8
JOVYAW_clean.cif,C36H12O16Zn3
JOWFOQ_clean.cif,Cu8H20C16N24O4
JOXPIX_clean.cif,Ag12C72H28Gd4N24O50
JOYKUF_clean.cif,Mn6O18C42H18
JUBXIP_clean.cif,O348C176H112Fe56Ba52
JUCGUL_clean.cif,Zn2O8N2C54H34
JUCXEK_clean.cif,Np6C12O30
JUFBIX_clean.cif,Co4F24O18N8C104H56
JUFREJ_clean.cif,Gd6N18C36H12O42
JUFZER_clean.cif,Cd16O80C136H48
JUGLAA_clean.cif,C220H192Cd8F16O32N24B8
JUGQIN_clean.cif,Eu4C36H20N4O32
JUGQOT_clean.cif,C36H20N4O32Tb4
JUJMOS_clean.cif,Zn48O156N36C540H396
JUJTAL_clean.cif,Co3O18N12H54C84
JUJZEV_clean.cif,Co10P4C92H64N16O36
JUJZIZ_clean.cif,Co5P2O18N8C46H32
JUKKIL_clean.cif,Nd8O48C40H32
JUKNUA_clean.cif,W120O376P20Cu48N112H104C144Na8
JUMCOL_clean.cif,O20C32H16V4
JUMCUR_clean.cif,C32H16O20V4
JUMDAY_clean.cif,C32H16O20V4
JUMDEC_clean.cif,C32H16O20V4
JUNBOL_clean.cif,Cd8O56H60C120
JUNBUR_clean.cif,Cd4O24C36H12
JUPBUT_clean.cif,Pr2O12N2C30
JUPFOP_charged.cif,Ag16H144C80N32O32
JUPNAL_clean.cif,O32N8C56H24Sr4Co4
JUQTOG_clean.cif,Co24C96H60N52O48
JUQVAU_clean.cif,Co24N48O48C96H48
JURKIS_clean.cif,Mn8O48C224H184
JUSBAC_clean.cif,Cd16O48N24C168H88
JUSHAI_clean.cif,C56H32Co6N4O28
JUSHIQ_clean.cif,Ni6O28C56N4H32
JUSKAL_clean.cif,Ba4O48H96C136
JUTCIM_clean.cif,Cu18O216C252H72N72
JUTCUW_SL.cif,Cd2C8
JUVROJ_clean.cif,Cd3O20C36H20
JUVWUU_clean.cif,Mn4O16C48H24
JUWBIO_clean.cif,Zn4O8N12C12H8
JUXFAL_clean.cif,Tb8O60H32C72
JUXFOZ_clean.cif,Zn8O32C104H72
JUXZOT_clean.cif,O32C88H40Cd4
JUYJIY_clean.cif,Cd8O64C176H80
JUYROM_clean.cif,Zn4O20H48N8C72
KABNIL_clean.cif,Cu3C20O16H4
KABXAO_clean.cif,W12O34N4C10H6Cu4
KABXES_clean.cif,Sm4H18C48N6O36
KABXIW_clean.cif,Pr4H18C48N6O36
KABXOC_clean.cif,Eu4H18C48N6O36
KACZEV_clean.cif,In36H288C480N72O156
KACZIZ_clean.cif,In36H312C480N96O156
KADLOT_clean.cif,Cu32I16O64C352H224N64
KADLUZ_clean.cif,Cu36I18O72C396H252N72
KAFTUI_clean.cif,Zn8H48C102O28F36
KAFYAT_clean.cif,Zn10H36C68O36
KAGCAY_charged.cif,Cu24H48C96N48O56
KAGVUL_clean.cif,U24S28O112
KAGWEW_clean.cif,U20S36O144
KAHKUB01_clean.cif,Fe3K3N18C18
KAHKUB02_clean.cif,C24N24Fe4K4
KAHKUB_clean.cif,Fe3K3N18C18
KAHMOW_clean.cif,O24Zn6C102H48F36
KAHNOX_clean.cif,Cu10C12N12
KAHPUE_clean.cif,N6C12Cd1Ni1
KAHYEY_clean.cif,Mn4P2O20C6
KAHYID_clean.cif,Gd16O64N16C112H48
KAHYOJ_clean.cif,Tb16O64N16C112H48
KAHYUP_clean.cif,O64C112Dy16N16H48
KAJZIH_clean.cif,O48C72H24Cu16
KAKBUW_clean.cif,Ca32O128C548H300N8
KAKCAD_clean.cif,Sr20O112H272C432
KAKCEH01_clean.cif,Ba4O24C108H60
KAKCEH02_clean.cif,Ba4O24C108H60
KAKCEH_clean.cif,Ba4O24C108H60
KALFEK_clean.cif,Ni16N32O72H240C320
KALFOU_clean.cif,Ni4H60C80N8O18
KALGAH_clean.cif,Ni4H56C80N8O18
KALGEL_clean.cif,Ni4H60C80N8O18
KANDAG_clean.cif,Zn4O16N4F4C64H36
KANDIO_clean.cif,Zn4H36C64N4O16F4
KANMIX_clean.cif,Cu12H36C84N12O48
KAPGUE_clean.cif,La2C12O12
KAPHAL_clean.cif,Ce2C12O12
KAPHOB_clean.cif,C84H48N36Mn10
KAPHOZ_ion_b.cif,K4O16C20H4Zn2
KAPHUH_clean.cif,C84H48N36Mn10
KARLUM_clean.cif,Ni12H132C216N12O52
KARNAU_clean.cif,Ni12H180C288N12O52
KARNID_clean.cif,C408H144O224Cu48
KARTAA_clean.cif,Sm20S48O192
KASHUK_clean.cif,Np20O88C48
KASPOL_clean.cif,Cu2P4H20C16O12
KASRAZ_clean.cif,Cd8H64C120O32
KASRED_clean.cif,C120H64Cd8O32
KATDAM_clean.cif,Cd6H126C162N30O30
KAVGAQ_clean.cif,Co3H26C40N10O8
KAVJAT_charged.cif,Pr12H24C192N32O120
KAVJEX01_clean.cif,Nd12H72C192N24O96
KAVJEX_clean.cif,O192C384H336N144Nd24
KAVKIC_clean.cif,Dy16H16C80N32O64
KAVLID_clean.cif,Ni4H64C96N8O20
KAVNIH_clean.cif,Co8O32N48C392H256
KAVTEI_clean.cif,Cd12O48N16C200H160
KAVTUY_clean.cif,Cu12P12H36C36O36
KAWBOB_clean.cif,Mn6H52C48N12O38
KAWHEY_clean.cif,Zn24O100C528H288N144
KAXFUM_clean.cif,O10H16N8C16Ba2
KAXQIL_clean.cif,Ca4H32C56S4O24
KAXZUG_clean.cif,Cd4H90C90N36Cl2O12
KAYBIX_clean.cif,Ca4H12C28N4O16
KAYBUJ_clean.cif,Ca4H12C28N4O16
KAYCIY_clean.cif,Ca6H18C42N6O24
KEBDIG_charged.cif,Co4H78C126N24O12Cl2
KEBFII_clean.cif,Tb4Ag4O16N8C64H64
KECRAL10_clean.cif,Cd3C6N6
KECRAL11_clean.cif,Cd6N16C16O8
KECRAL12_clean.cif,Cd12C28N20
KECRAL_clean.cif,Cd6C12N12
KEDJAG01_clean.cif,Cu8O48C24
KEDJAG02_clean.cif,Cu8O48C24
KEDJAG03_clean.cif,Cu8O48C24
KEDJAG04_clean.cif,Cu8O48C24
KEDJAG06_clean.cif,Cu8O48C24
KEDJAG08_clean.cif,Cu8O48C24
KEDJAG10_clean.cif,Cu8O48C24
KEDJAG12_clean.cif,Cu8O48C24
KEDJAG14_clean.cif,Cu8O48C24
KEDJAG16_clean.cif,Cu8O48C24
KEDJAG18_clean.cif,Cu8O48C24
KEDJAG20_clean.cif,Cu8O48C24
KEDJAG22_clean.cif,C24O48Cu8
KEDJAG24_clean.cif,Cu8O48C24
KEDJAG26_clean.cif,Cu8O48C24
KEDJAG28_clean.cif,Cu8O48C24
KEDJAG_clean.cif,Cu8O48C24
KEDNOY_clean.cif,O24C72H72N12Ag4Al4
KEDQAN_clean.cif,Zn8H100C156N4O28
KEFBEE_clean.cif,Zn6H18C54O24
KEFBII_clean.cif,Zn16H48C144O64
KEFBOO_clean.cif,Zn6H18C54O24
KEFFEI01_clean.cif,O32C16H16Dy4
KEFFEI_clean.cif,C16H16O32Dy4
KEFWAV_clean.cif,Co6O40C48H16
KEFWEZ_charged.cif,Co6H48C56O40N4
KEFWID_clean.cif,Gd4Co2H16C48O40
KEGYAX_clean.cif,Ag6H18C24O24
KEGZOL01_clean.cif,Cu4Zn4C16N16
KEGZOL02_clean.cif,N16C16Cu4Zn4
KEGZOL03_clean.cif,Zn4Cu4C16N16
KEGZOL04_clean.cif,Zn4Cu4C16N16
KEGZOL_clean.cif,Cu4Zn4C16N16
KEHDOS_clean.cif,Ag4N24C56H72
KEHFUA_clean.cif,Cu8N80C120H144
KEHGAH_charged.cif,Cd4H108C90N60Cl2
KEHGEL_clean.cif,Ag8N96C144H160
KEHGIP_clean.cif,N48C72H80Cu4
KEHGOV_manual.cif,Cd6H80C72N48Cl12
KEJBIL_clean.cif,V8P4O24
KEJBOQ_clean_h.cif,Cd8C96N16O32H64
KEJHIQ_clean_h.cif,Cd8C96N16O32H64
KEJQAR01_clean.cif,O96Al18P24
KEJQAR_clean.cif,O96Al18P24
KEJXUU_clean.cif,Pr16Cu16Cl4O108N52C312H152
KENJEU_clean.cif,Zn12H176C184N48O32
KEPPIF_clean.cif,C52O88Zn24
KEQDER_clean.cif,Zn8H56C132O32
KESBIU_charged.cif,Co8Ag8H240C336N72P8F48
KESBOA_clean.cif,Ag8Fe4C336H240N72Co4
KESBUG_clean.cif,Ag8Fe4C336H240N72Co4
KESGAS_clean.cif,Mn4H60C76S4N12O24
KESHAT_clean.cif,Pr8H32C56N16O48
KETHEY01_clean.cif,Cd4H28C52N4O16
KETHEY02_clean.cif,Cd4C52H28N4O16
KETHEY_clean.cif,Cd4H28C52N4O16
KETSEI_clean.cif,Dy4H36C30O24
KEVPEH_clean.cif,O44C48H56Ca4
KEVVIS_clean.cif,Co6H88C120N8O20F24
KEVWUF_clean.cif,La8H24C56N8O32
KEWBUL_clean.cif,Eu8C136H96N4O44
KEWNUX_clean.cif,W54Cu18O141N36C144H108P6
KEWZET_clean.cif,O32C72H24Mn4
KEXFAU_clean.cif,Cd2Ni2H88C44N16
KEXFIC10_clean.cif,Cd8N48C56Ni8
KEXFIC_clean.cif,Cd8N48C56Ni8
KEXKAB_clean.cif,Zn8H48C64N8O32
KEXKEF_clean.cif,Zn4H36C38N4O16
KEXPOU_clean.cif,Zn4H32C36N4O16
KEYFUR_clean.cif,Cu18O54N18C162H126
KEYMUY_clean.cif,Cd4Na4O40H32C64
KEYROX_clean.cif,N72H120C72Zn12
KEYYET_clean.cif,Mn8Re24C24Se32N24
KIBDEF_clean.cif,Eu4H8C20O24
KIBDIJ_clean.cif,Tb4H8C20O24
KIBXUP_charged.cif,Ag4H68C68S8N8Cl4O16
KIBYAW_charged.cif,Ag4H68C68S8N8P4F24
KICXAX_clean.cif,Co4As4H96W36C64N48O96
KICXEB_clean.cif,Co4P4H94W36C64N48O94
KIDDIM_clean.cif,Cd12H84C96S12N16O54
KIDDOS_clean.cif,Zn12H84C96S12N16O54
KIDVIE_clean.cif,La4C16O32
KIDXUR_clean.cif,Zn5Na2O28S4C40H20N12
KIFJIT_charged.cif,Fe4Ag2H56C52N8O20
KIFKAM_clean.cif,Mg6H24C48O24
KIFKEQ_clean.cif,Mg6H48C84O24
KIFWUT_clean.cif,Co6H72C104S2N16O28
KIFXOO_clean.cif,Ni4H66C96N8O20
KIGCEK_clean.cif,Zn6H78C60N12O18
KIHTOL01_clean.cif,Nd4H48C60O36
KIHTOL_clean.cif,Nd4H48C60O36
KIJPUQ_clean.cif,Cd4N12C68H44O8
KIJRUS_clean.cif,Cu8H88C160O32
KIKDAL_clean.cif,S18N90C198H252Cd9
KIKDIT_clean.cif,Cd16H448C336S16N144
KIKFIV_clean.cif,Eu2H48C96O12
KILJEV_clean.cif,Cu4P4H16C20N4O12
KINDIW_clean.cif,Er2H28C48N4O12
KINDOC_clean.cif,Tm2H36C36O12
KINFAQ_clean.cif,Tm4H24C48O24
KINFEU_clean.cif,Tm8H48C96O48
KINLAW_clean.cif,Co4H72C128N32O32
KINNIG_clean.cif,F16N16C48Cu4
KINNUS_charged.cif,Cu2C62N8F8P2H36
KINPUU_clean.cif,Co2H58C64N14O4
KINQAB_clean.cif,Ni2H58C64N14O4
KINRIK_clean.cif,Gd36Cu108O378N108H486C270
KINROQ_clean.cif,Tb36Cu108O378N108H486C270
KIPJIE_clean.cif,Ce8H56C152O64F48
KIPJOK_clean.cif,Nd8H56C152O64F48
KIPJUQ_clean.cif,Er8O48F36C114H36
KIPKAX_clean.cif,Yb8H36C114O48F36
KIPKEB_clean.cif,Y8H36C114O48F36
KIPZEQ_clean.cif,Co5H38C48N6O14
KIQKOK_clean.cif,Cu8Mo8H36C40N12O24
KIRFIA_clean.cif,Cu8O48C24
KIRKAZ_clean.cif,Co4H100C132N20O16
KIRTOW_clean.cif,Al16P28H28O84
KIRTUC_clean.cif,P16H16Be12O48
KISPOS_ion_b.cif,Co28O120C192H120K6
KISVEO_clean.cif,U56S76O304
KITCAT_clean.cif,N36C36Ag18K6
KITVEQ_clean.cif,Zn4O20N8C164H104
KIVDUQ_clean.cif,O50C60La6H20K2
KIVFAY_clean.cif,O50C60Ce6H20K2
KIVFEC_clean.cif,O50C60Pr6H20K2
KIVVOC_clean.cif,Cd8H96C96O32
KIXKOS_ion_b.cif,Co28O108C192H96K6
KIXXOG01_clean.cif,Ca4O16C48H24
KIXXOG_clean.cif,Ca4H24C48O16
KIYBIF_clean.cif,Co10O44N8C128H96
KIYJAF_clean.cif,Co20H304C380N72O80
KIYMAI01_clean.cif,Sr4O16C48H24
KIYMAI_clean.cif,Sr4H24C48O16
KIYMEM01_clean.cif,Ba4O16C48H24
KIYMEM_clean.cif,Ba4H24C48O16
KIYMIP_clean.cif,Ni4H44C78N8O16F12
KIYMIQ_clean.cif,Na12H36C72O24
KIYQEQ_clean.cif,Zn8O32N8C56H24
KIYQIU_clean.cif,Zn8H24C56N8O32
KIYQOA_clean.cif,Zn8H24C56N8O32
KIYTOD_clean.cif,Cu32O128C448H168Ni8N32
KIYXUN_clean.cif,Cu48O108C312H120Mn6N24
KOBFIR_clean.cif,C108N36H36Cd6
KOBPIB_clean.cif,Ce4H48C48N12O36
KOBPUN_clean.cif,Gd4H48C48N12O36
KOBRAV01_clean.cif,Cd32O64C576H448N96
KOBRAV_clean.cif,Cd32O64C576H448N96
KOCCUC_clean.cif,Cd3O12N2H32C54
KOCWEF_clean.cif,Mn16H88C148N68O36
KODSUT_clean.cif,H224N48C192Ag16
KOFPEB01_clean.cif,La4Cu6H60C48N12O48
KOFPEB02_clean.cif,La4Cu6H60C48N12O48
KOFPEB03_clean.cif,La4Cu6H60C48N12O48
KOFPEB04_clean.cif,La4Cu6H60C48N12O48
KOFPEB_clean.cif,La4Cu6H60C48N12O48
KOFVOS_clean.cif,Ni6O32N8C56H16
KOGJOG_clean.cif,Gd8P8H40C36N4O64
KOGYIP_clean.cif,N8C40H32Cu4Cl2
KOHDIW_clean.cif,C224H128Co8O64Si8
KOHKIC_clean.cif,Na4Zn38H384C648O160
KOHKOI_clean.cif,K4Zn38H384C648O160
KOHLIE_clean.cif,Co12Si8O64C224H128
KOJTOU_clean.cif,Ni16O56H96N16C120
KOJZEP_manual.cif,Cu6H36C96N12O24
KOJZIT_clean.cif,Cu6H60C96O24
KOJZUF_clean.cif,Cu8O32C136H112
KOKDEU_clean.cif,Cu68N200C632H432
KOKKOL_clean.cif,O26C48N24Fe6
KOKSIO_clean.cif,Cu4O4N16C44H36
KOLTUC_clean.cif,C384H384O480Tm32Cd32
KOLWEO_clean.cif,Ni6H144C180N12O36
KOLYUH_clean.cif,N96C288H192Cu8
KOMCOG_clean.cif,Cl8Zn8C216H168N56
KOMDAT_clean.cif,C432H328N112Cl16Zn16
KOMFUO_clean.cif,Cu4N48C32H32
KOMGEZ_clean.cif,N324C216H216Cd18
KOMGID_clean.cif,N96C64H64Cd6
KOMGUP_clean.cif,Zn8H24C20N32O12
KOMHAW_clean.cif,Zn8H24C22N32O14
KOMJED_clean.cif,O480C384H384Dy32Cd32
KOMJIH_clean.cif,O480C384H384Ho32Cd32
KOMJON_clean.cif,O480C384H384Er32Cd32
