REFCODE,DOI,CCDC
NAYGUR,10.1039/c2dt30078h,
NAYHAY,10.1039/c2dt30078h,
NAYKAB,10.1039/c2dt30184a,
NAYMOQ,-,y
NAYXOC,10.1039/c2dt30138e,
NAYZOE,10.1002/adfm.201102157,
NAYZUK,10.1016/j.micromeso.2011.11.043,
NAZBAT,10.1016/j.micromeso.2011.11.043,
NAZZEV,10.5012/bkcs.2012.33.4.1349,
nchem.2258-s3,10.1038/nchem.2258,
ncomms7350-s2,10.1038/ncomms7350,
NEDJAJ,10.1021/ic202299d,
NEDVOJ,10.1021/ja303092m,
NEDVUP,10.1021/ja303092m,
NEDWAW,10.1021/ja303092m,
NEDWEA,10.1021/ja303092m,
NEDWIE,10.1021/ja303092m,
NEFTOJ,10.1002/ejic.201200127,
NEGGOX,10.1002/chem.201200672,
NEGMUI,10.1016/j.poly.2005.09.013,
NEGZUW,10.1039/c2dt30532a,
NEHNEV,10.1039/c2jm32066e,
NEHNEV01,10.1039/c2jm32066e,
NEHZIK,10.1016/j.micromeso.2005.11.048,
NEJRUR,10.1126/science.1231451,
NEJSAY,10.1126/science.1231451,
NEJSEC,10.1126/science.1231451,
NEJSIG,10.1126/science.1231451,
NEJSOM,10.1126/science.1231451,
NEJYUY,10.1016/j.poly.2012.09.062,
NEKBEL,10.1021/ja060510e,
NELWIL,10.1002/anie.200600976,
NENHAQ,10.1246/cl.2006.1054,
NEPWIQ,10.1107/S160053681205026X,
NERMON,10.1021/ic060241t,
NERNON,10.1021/ic010590h,
NERSUA,10.1039/c2cc38092g,
NERTAH,10.1039/c2cc38092g,
NERVAJ,10.6023/A12080546,
NERVEL,10.1021/ic010528k,
NERVEN,10.6023/A12080546,
NERVIP,10.1021/ic010528k,
NERVIP01,10.1016/j.molstruc.2006.05.038,
NERVOV,10.1021/ic010528k,
NESSOV,10.1016/j.jssc.2012.09.008,
NESTAI,10.1016/j.jssc.2012.09.008,
NESVAK,10.1039/C2TA00635A,
NESVEO,10.1039/C2TA00635A,
NETFAU,10.1039/b614215j,
NETHOJ,-,y
NEVGIE,10.1021/ic961385i,
NEVJEF,10.1039/c2ce26553b,
NEVPUA,10.1016/j.ica.2006.08.020,
NEVQAH,10.1016/j.ica.2006.08.020,
NEVVAM,10.1002/anie.200601627,
NEVVAM01,10.1246/cl.130514,
NEVVAM02,10.1246/cl.130514,
NEVVEQ,10.1002/anie.200601627,
NEVVIU,10.1002/anie.200601627,
NEVVIU01,10.1246/cl.130514,
NEVVIU02,10.1246/cl.130514,
NEXDOK,10.1021/ic061797j,
NEXVUI,10.1039/b611994h,
NEXXEV,10.1021/ic3011458,
NEXXIZ,10.1021/ic3011458,
NEYBEZ,10.1002/anie.200601627,
NEYYOG,10.1021/ic061163c,
NEZWOG,10.1021/cm302381k,
NEZWOG01,10.1021/cm302381k,
NHBZZN10,-,y
NIBBOR,10.1016/j.jssc.2012.09.014,
NIBHOW,10.1021/ja067435s,
NIBHUC,10.1021/ja067435s,
NIBJAK,10.1021/ja067435s,
NIBXUT,10.1021/cm302381k,
NICJOA,10.1016/j.jssc.2012.09.014,
NICJUG,10.1016/j.jssc.2012.09.014,
NICZAA01,10.1002/anie.199727521,
NIFTIH,10.1039/C2CE25314C,
NIFYOS,10.1039/C2DT30391D,
NIFYUY,10.1039/C2DT30391D,
NIFZAF,10.1039/C2DT30391D,
NIFZEJ,10.1039/C2DT30391D,
NIFZIN,10.1039/C2DT30391D,
NIFZOT,10.1039/C2DT30391D,
NIGBOW,10.1021/ic301338a,
NIGDEO,10.1038/ncomms2552,
NIGDIS,10.1038/ncomms2552,
NIGFIT,10.1021/ic061666i,
NIGFOZ,10.1021/ic061666i,
NIGFUF,10.1021/ic061666i,
NIGGAM,10.1021/ic061666i,
NIGGEQ,10.1021/ic061666i,
NIGGIU,10.1021/ic061666i,
NIGHOA,10.1016/S0020-1693(96)05424-2,
NIGNUO,-,y
NIGPAW,-,y
NIHBEM,10.1002/adfm.200600676,
NIHBEM01,10.1002/adfm.200600676,
NIHBEM02,10.1002/adfm.200600676,
NIHBIQ,10.1002/adfm.200600676,
NIHBIQ01,10.1002/adfm.200600676,
NIHBIQ02,10.1002/adfm.200600676,
NIHVUX,10.1039/C3DT51983J,
NIJSAC,10.1039/C3CC45310C,
NIJZIP,10.1023/A:1018472709930,
NIJZIP01,10.1039/a909544f,
NIJZOV,10.1023/A:1018472709930,
NIKDAM,10.1021/ic960934h,
NIKDEQ,10.1021/ic960934h,
NIKDIU,10.1021/ic960934h,
NIKJIB,10.1039/b703698a,
NIKJOH,10.1039/b703698a,
NIKJUN,10.1039/b703698a,
NIKYOW,10.1002/adfm.200600676,
NIKYOW01,10.1002/adfm.200600676,
NIKYOW02,10.1002/adfm.200600676,
NIKYUC,10.1002/adfm.200600676,
NIKYUC01,10.1002/adfm.200600676,
NIKYUC02,10.1002/adfm.200600676,
NIKZAJ,10.1002/adfm.200600676,
NIKZAJ01,10.1002/adfm.200600676,
NIKZAJ02,10.1002/adfm.200600676,
NIKZEN,10.1002/adfm.200600676,
NIKZEN01,10.1002/adfm.200600676,
NIKZEN02,10.1002/adfm.200600676,
NIMPEG,10.1039/C3TA12761C,
NIMPEG01,10.1039/C3TA12761C,
NIMPOQ,10.1039/C3TA12761C,
NIMQAD,10.1039/C3TA13242K,
NIMQEH,10.1039/C3TA13242K,
NIMTEJ,10.1039/b708165k,
NIMVEL,10.1039/b708165k,
NIMVIP,10.1039/b708165k,
NIMWUD,10.1039/C3CE41116H,
NIMXIS,10.1021/ic302127y,
NINHOH,10.1016/S0020-1693(96)05484-9,
NINVAI,10.1021/ic062273m,
NIRDEX,10.1039/b103711k,
NIRDOI,10.1039/b709835a,
NIRGAY,10.1039/C3CE41186A,
NIRMUW,10.1039/a708189h,
NIRMUW01,private communication,y
NIRNAD,10.1039/a708189h,
NISBEX,10.1021/ja0744091,
NISCOJ,10.1021/ic302643w,
NISPEL,10.1002/asia.200700209,
NIVNOW,10.1246/cl.2007.1464,
NIVNUC,10.1246/cl.2007.1464,
NIVWIY,-,y
NIZZAY,10.1021/ja7111564,
NIZZEC,10.1021/ja7111564,
NIZZIG,10.1021/ja7111564,
NIZZOM,10.1021/ja7111564,
NOBVOR,10.1039/C3QI00045A,
NOCKOG,10.1021/cg700731d,
NOCKUM,10.1021/cg700731d,
NOCLOH,10.1021/cg700731d,
NOCLOH01,10.1021/ja2031568,
NOCLOH02,10.1021/ja2031568,
NOCLOH03,10.1021/ja2031568,
NOCLUN,10.1021/cg700731d,
NOCYUB,10.1016/j.poly.2013.12.042,
NOCZAI,10.1016/j.poly.2013.12.042,
NODTEH,10.1021/ic500951b,
NODTIL,10.1021/ic500951b,
NODTOR,10.1021/ic500951b,
NOFHOG,10.1021/ic800394g,
NOFHUM,10.1021/ic800394g,
NOFQII,10.1107/S0108270197017356,
NOFRAC,10.1016/j.jssc.2008.03.002,
NOHFOG,10.1016/j.jallcom.2007.04.199,
NOKLIJ,10.1039/b810574j,
NOKPEJ,10.1071/CH08147,
NOQKOV,10.1002/chem.201404847,
NOQLOV,10.1107/S1600536809008381,
NOQLOV01,10.1016/j.jssc.2008.09.023,
NOQNOY,10.1002/ejic.201402591,
NOQPAM,10.1002/ejic.201402591,
NORGOS,10.1016/j.poly.2014.10.031,
NORJEL,10.1002/chem.201405267,
NOSJIQ,10.1002/chem.201405178,
NOWGIR,10.1016/j.poly.2014.11.021,
NOZZOT,10.1039/C4CE02261K,
NOZZUZ,10.1039/C4CE02261K,
NUBPIL,10.1039/C4DT03371J,
NUCREJ,10.1039/b901042d,
NUDLAA,10.1021/ja902972w,
NUFTOY,10.1039/B905138D,
NUGRIR,10.1039/b818381c,
NUGROX,10.1039/b818381c,
NUHPAI,10.1016/j.ica.2009.05.030,
NULMAJ,10.1002/chem.200900578,
NURMUJ,-,y
NUTQAV,10.1039/b920995f,
NUTQEZ,10.1039/b920995f,
NUVWEH,10.1039/b910838f,
NUVWIL,10.1039/b910838f,
NUVYIN,10.1039/b917659d,
NUVYOT,10.1039/b917659d,
NUYWEK,10.1039/c0nj00302f,
NUYWOU,10.1039/c0nj00302f,
OBEDAA,10.1021/cm981153c,
OBEDEE,10.1021/cm981153c,
OBENUF,10.1016/j.molstruc.2004.05.009,
OBEPER,10.1016/j.molstruc.2004.05.009,
OBODEQ,10.1107/S1600536811049622,
OBONUO,10.1039/b103736f,
OBUBOC,10.1016/S1387-7003(01)00198-8,
OBUFEX,10.1039/b405323k,
OBUFIB,10.1039/b405323k,
OCACUR,10.1107/S1600536804021944,
OCAQOY,10.1107/S0108270101006229,
OCIVIH,10.1016/j.poly.2011.02.017,
OCIYUW,10.1039/c1dt10603a,
OCIZIL,10.1039/c1dt11130b,
OCUGEZ,-,y
OCUGEZ01,10.1002/zaac.200500464,
OCUNAC,10.1126/science.1116275,
OCUPOS,10.1021/ic0517422,
OCUPUY,10.1021/ic0517422,
ODAHIK,10.1016/S1463-0184(01)00024-7,
ODAJAG,10.1016/j.jssc.2011.11.012,
ODELOZ,10.1021/ic0517422,
ODIMAQ,10.1021/ic070097r,
ODIXAC,10.1039/C3CE41105B,
ODIXEG,10.1039/C3CE41105B,
ODODES,10.1039/C3CE41105B,
ODODIW,10.1039/C3CE41105B,
ODODOC,10.1039/C3CE41105B,
ODODUI,10.1039/C3CE41105B,
ODONEB,10.1039/b701186e,
ODONIF,10.1039/b701186e,
ODOXEK,10.1021/ic010794y,
ODUNEH,10.1021/cg060829a,
OFAWAV,10.1039/C3CE41121D,
OFAWEZ,10.1039/C3CE41121D,
OFEHAK,10.1039/C3DT51747K,
OFEHEO,10.1039/C3DT51747K,
OFEREX,10.1002/adma.200601838,
OFERUN,10.1021/ja0691932,
OFERUN02,10.1002/cssc.201100261,
OFERUN03,10.1021/ja202154j,
OFERUN04,10.1016/j.micromeso.2011.11.033,
OFERUN06,10.1039/C3CC47495J,
OFESAU,10.1016/j.poly.2006.12.042,
OFESEY,10.1016/j.poly.2006.12.042,
OFESIC,10.1016/j.poly.2006.12.042,
OFIWIK,10.1021/cg701080u,
OFIWIK01,10.1016/j.solidstatesciences.2012.05.007,
OFIWOQ,10.1021/cg701080u,
OFOCUI,10.1021/cg8001114,
OFODAP,10.1021/cg8001114,
OFODET,10.1021/cg8001114,
OFORUX,10.1016/j.poly.2008.05.005,
OFUCAV,-,y
OFUDUQ,10.1016/j.ica.2013.04.035,
OFUSAL,10.1039/C3CE40913A,
OFUSEP,10.1039/C3CE40913A,
OFUYUL,10.1039/C3CE41035H,
OGAGAF,10.1016/j.ica.2007.12.029,
OGAGEJ,10.1016/j.ica.2007.12.029,
OGAGIN,10.1016/j.ica.2007.12.029,
OGAXUR,10.1002/ejic.201300714,
OGEBAF,10.1039/C3CE41119B,
OGEBAF01,10.1021/ic4017189,
OGECOU,10.1002/ejic.201300714,
OGIKAR,10.1039/b903932e,
OGIYAF,10.1039/b916878h,
OGIYOT,10.1039/b908189e,
OGIYUZ,10.1039/b908189e,
OGOJOJ,10.1021/ic040113+,
OGOWAJ,10.1039/b905190m,
OGUPIQ,10.1021/cg9005696,
OGURAK,10.1021/cg900734d,
OHAKEO,10.1021/cg900504m,
OHAKIS,10.1021/cg900504m,
OHAQEU,10.1039/b908486j,
OHAZAZ,10.1039/b905663g,
OHOFEW,10.1002/anie.200250534,
OHOFIA,10.1002/anie.200250534,
OHOLIH,10.1002/ejic.200900733,
OHOMIH,10.1246/cl.2003.590,
OHUKIM,10.1021/ja9072707,
OJAKOA,10.1016/j.molstruc.2009.09.031,
OJAKUG,10.1016/j.molstruc.2009.09.031,
OJICEQ,10.1002/chem.201002542,
OJICUG,10.1002/chem.201000926,
OJIDAN,10.1002/chem.201000926,
OJIWAG,10.1038/ncomms1170,
OJIWIO,10.1038/ncomms1170,
OJONOQ,10.1016/S1631-0748(03)00057-2,
OKABAE,10.1039/c0cc03482g,
OKABEI,10.1039/c0cc03482g,
OKIJUO,10.1021/cg1005242,
OKIKAV,10.1021/cg1005242,
OKIKEZ,10.1021/cg1005242,
OKILEA,10.1021/cg100736x,
OKILIE,10.1021/cg100736x,
OKINIG,10.1021/cg100785r,
OKIPOO,10.1021/cg1008208,
OKIPUU,10.1021/cg1008208,
OKIQAB,10.1021/cg1008208,
OKITAE,10.1021/cg100865v,
OKITIM,10.1021/ja101807c,
OKITIM01,10.1021/ja101807c,
OKITIM02,10.1021/ja101807c,
OKIVAG,10.1021/ja101807c,
OKIVAG01,10.1021/ja101807c,
OKIVIO,10.1021/ja101807c,
OKIVIO01,10.1021/ja101807c,
OKIVIO02,10.1021/ja101807c,
OKIWEL,10.1021/ja101807c,
OKIWEL01,10.1021/ja101807c,
OKIWEL02,10.1021/ja101807c,
OKIWUB,10.1021/ja101807c,
OKIWUB01,10.1021/ja101807c,
OKIXIQ,10.1021/ja101807c,
OKIXIQ01,10.1021/ja101807c,
OKIXIQ02,10.1021/ja101807c,
OKIYAJ,10.1021/ja101807c,
OKIYIR,10.1021/ja101807c,
OKIYIR01,10.1021/ja101807c,
OKIYIR02,10.1021/ja101807c,
OKIYIR03,10.1021/ja101807c,
OLEKUM,10.1021/ic101517t,
OLOGEC,10.1039/c0cc04146g,
OLOKEF,10.1107/S1600536803019196,
OLUCAZ,10.1021/ic034846q,
OLURUI,10.1246/cl.2003.796,
OLURUI01,10.1246/cl.2003.796,
om701262m-file004,10.1021/om701262m,
OMAWOP,10.1039/c0nj00631a,
OMAXEG,10.1039/c0nj00631a,
OMEWUZ,10.1002/zaac.201000314,
OMORUE,10.1002/jccs.201000138,
ONEYOW,10.1002/chem.201002568,
ONIXOZ,10.1002/anie.201007583,
OPAPEB,10.1016/j.inoche.2009.10.007,
OPAPIF,10.1016/j.inoche.2009.10.007,
OPAPOL,10.1016/j.inoche.2009.10.007,
OPAPUR,10.1016/j.inoche.2009.10.007,
OPENIH,10.1016/j.inoche.2009.10.025,
OPENON,10.1016/j.inoche.2009.10.025,
OPENUT,10.1016/j.inoche.2009.10.026,
OPIPOT,-,y
OPIWEQ,-,y
OPOBIF,10.1039/c0ce00873g,
OPOBOL,10.1039/c0ce00884b,
OPOYUO,10.1039/c0ce00662a,
OPOZEZ,10.1039/c0ce00662a,
OPURIB,10.1021/ja101208s,
OPURIB01,10.1021/ja101208s,
OQANIE,10.1016/j.ica.2010.06.022,
OQEPUW,10.1039/c1cc10990a,
OQEROS,10.1039/c1cc10461f,
OQESAF,10.1039/c1cc10461f,
OQESEJ,10.1039/c1cc10461f,
OQETEK,10.1039/c1cc10897b,
OQIQUB,10.1039/c1cc10251f,
OQIQUB01,10.1039/c1cc10251f,
OQIRAI,10.1039/c1cc10251f,
ORAGEU,10.1016/j.poly.2011.02.051,
ORAQUU,10.1016/j.ica.2010.08.007,
OSAVEK,10.1021/cg101114h,
OSAVUA,10.1021/cg101114h,
OSAWEL,10.1021/cg101114h,
OSAXAI,10.1021/cg101251a,
OSIKIL,10.1002/anie.201100176,
OSIKUX,10.1002/anie.201100176,
OSILOS,10.1002/zaac.201000454,
OSIWOD01,10.1021/cg101435b,
OSIWUJ,10.1021/cg101435b,
OSIXEU,10.1021/cg101435b,
OSIXIY,10.1021/cg101435b,
OSOMIT,10.1002/chem.201003274,
OTARIL,10.1021/cg101261f,
OTARUX,10.1021/cg101295p,
OTARUX01,10.1021/cg101295p,
OTARUX02,10.1021/cg101295p,
OTATOT,10.1021/cg101432k,
OTAVAH,10.1021/cg101432k,
OTAVOV,10.1021/cg101432k,
OTAVUB,10.1021/cg101432k,
OTAXOX,10.1021/ic102057p,
OTENEH,10.1021/cg100817s,
OTOROF,10.1021/ic102145s,
OVADAR,10.1016/j.inoche.2011.02.025,
OVEXOD,10.1021/cg101335a,
OVICUS,10.1021/cg101433t,
OVIDON,10.1021/cg101433t,
OVIWIA,10.1021/cg101668f,
OVIZID,10.1021/cg200511q,
OVIZUP,10.1021/cg200511q,
OWAVIS,10.1021/cg101569a,
OWAVOY,10.1021/cg101569a,
OWETIU,10.1021/cg1012445,
OWITAQ,10.1021/cg2005908,
OWITEU,10.1021/cg2005908,
OWITIY,10.1021/cg2005908,
OWITOE,10.1021/cg2005908,
OWITUK,10.1021/cg2005908,
OWIVAS,10.1021/cg2005908,
OWIVEW,10.1021/cg2005908,
OWIZAW,10.1021/ic1009169,
OXALIJ,10.1021/ic1019229,
OXALUV,10.1021/ic1019229,
OXAMIK,10.1021/ic1019668,
OXAPEJ,10.1021/ic102015g,
OXAZIX,-,y
OXITOF,10.1016/j.inoche.2010.07.040,
OXOLAP,10.1002/chem.201101015,
OXUPUT,10.1016/j.jssc.2011.06.039,
OYEBIE,10.1002/chem.201100176,
OYEJOS,10.1016/j.inoche.2010.08.020,
OYIVEY,10.1021/cm2004352,
OYODAI,10.1021/ja2040927,
OYODEM,10.1021/ja2040927,
OYOSAX,10.1246/cl.2011.886,
OYUJUO,10.1039/c1jm12834e,
OYUSAD,10.1002/chem.201101239,
PABXAT,10.1016/j.molstruc.2010.06.019,
PACZUQ,10.1002/zaac.200900462,
PADBAZ,10.1002/zaac.200900462,
PAKXIK,10.1080/00958972.2011.652099,
PALTON,10.1021/cg2011309,
PAMGIV,10.1021/cg200974h,
PAMHES,10.1021/cg200974h,
PAMHES01,10.1016/j.inoche.2010.11.020,
PAMHIW,10.1021/cg200983y,
PAMTII,10.1021/cg2010425,
PAMTOO,10.1021/cg2010425,
PAMTUU,10.1021/cg2010425,
PAMVEG,10.1021/cg201067q,
PANYEK,10.1021/cg201054f,
PANYOU,10.1021/cg201181s,
PAPHEV,10.1021/cg201118x,
PAPPED,10.1021/cg201161q,
PAPPIH,10.1021/cg201161q,
PAPROO,private communication,y
PAPRUU,private communication,y
PAPVEJ,10.1021/cg201210p,
PAPVIN,10.1021/cg201210p,
PAPXUB,10.1021/cg201226t,
PAPYOW,10.1021/cg201253z,
PAQFIY,10.1021/cg2013655,
PAQVOU,10.1021/cm2025747,
PARFOF,10.1002/ejic.201101099,
PARHAS,10.1039/b502512e,
PARHEW,10.1039/b502512e,
PARKUQ,10.1007/s11426-010-4107-8,
PARMIG,10.1007/s11426-011-4321-z,
PARNIH,10.1007/s11426-011-4347-2,
PARNON,10.1007/s11426-011-4347-2,
PARVUB,10.1039/c2ce06734j,
PASKAX,10.1039/c2ce06451k,
PASMUT,10.1039/c2ce25283j,
PASNAA,10.1039/c2ce25283j,
PASNAA01,10.1016/j.inoche.2012.07.027,
PASNEE,10.1039/c2ce25283j,
PASTOU,10.1039/c2ce06694g,
PAVKIH,10.1039/b510080a,
PAVLUU,10.1039/b508479b,
PAZXUJ,10.1039/a708477c,
PEBNEP,10.1039/dt9930000687,
PEBXIF,10.1016/j.ica.2012.03.015,
PECMOB,10.1524/ncrs.2012.0096,
PEDGUA,10.1021/cm00024a019,
PEDMER,10.1021/ic0509377,
PEDMOB,10.1021/ic0509377,
PEFRID,10.1021/cg300379u,
PEFRID01,10.1021/cg300379u,
PEFRUP,10.1021/cg300379u,
PEFRUP01,10.1021/cg300379u,
PEFSEA,10.1021/cg300440t,
PEFSUQ,10.1021/cg300440t,
PEFTAX,10.1021/cg300440t,
PEGBAG,10.1021/ja3073512,
PEGBEK,10.1021/ja3073512,
PEGBEK01,10.1021/ja3073512,
PEGBEK02,10.1021/ja3073512,
PEGBUA,10.1021/ja3073512,
PEGCAH,10.1021/ja3073512,
PEGCEL,10.1021/ja3073512,
PEGCIP,10.1021/ja3059827,
PEGPUO,10.1002/anie.200500453,
PEGQAV,10.1002/anie.200500453,
PEGQID,10.1002/anie.200500453,
PEGQOJ,10.1002/anie.200500453,
PEGQUP,10.1002/anie.200500453,
PEHBIO,10.1002/anie.200503992,
PEHQID,10.1016/j.inoche.2006.02.029,
PEJFOA,10.1016/j.jssc.2006.03.031,
PEJMOI,10.1021/cg301041n,
PEJMUN,10.1039/b604446h,
PEJNOJ,10.1021/cg301047w,
PEJPAX,10.1021/cg301047w,
PEJPEB,10.1021/cg301047w,
PEJPIF,10.1021/cg301047w,
PEJPOL,10.1021/cg301047w,
PEJRAZ,10.1021/cg301094h,
PEJRED,10.1021/cg301094h,
PEJRIH,10.1021/cg301094h,
PEJRON,10.1021/cg301094h,
PEKCUF,10.1021/cg3011844,
PEKDAM,10.1021/cg3011844,
PEKKAS,10.1016/j.solidstatesciences.2006.02.049,
PEKVAE,10.1021/cg3013014,
PELGIY,10.1039/c1ce05592e,
PELGOE,10.1039/c1ce05592e,
PELNEA01,10.1016/j.ica.2007.03.063,
PELQII,10.1039/c2ce26696b,
PELRIJ,10.1039/c2ce26015h,
PELWEK,10.1039/c2ce26532j,
PELXIP,10.1039/c2ce26720a,
PEMGIZ,10.1039/c2dt31937c,
PEMREG,10.1039/c2ce25484k,
PEMRIK,10.1039/c2cc34380k,
PENNAZ,10.1016/j.inoche.2012.09.011,
PENNON,10.1016/j.inoche.2012.08.007,
PENNUT,10.1016/j.inoche.2012.09.006,
PENZUE,10.1021/ic0605266,
PEPBAO,10.1021/ic0605266,
PEPFAT,10.1039/C3DT32958E,
PEPHOJ,10.1016/j.ica.2013.01.015,
PEPKUR,10.1002/anie.200602242,
PEPLEC,10.1002/anie.200602556,
PEPLIG,10.1002/anie.200602556,
PEPLOM,10.1002/anie.200602556,
PEPXIS,10.1021/cg060359k,
PEQHOK,10.1039/c3ce26800d,
PEQHUQ,10.1039/c3ce26800d,
PEQRUZ,10.1007/s11243-006-0076-3,
PEQTIQ,10.1039/C3CC38402K,
PEQWAK,10.1021/ic0611948,
PERSEM,10.1002/ejic.201201349,
PESTUD,10.1002/anie.200602242,
PETVEQ,10.1002/zaac.200600281,
PETVER,10.1039/c3ce26781d,
PETWOC,10.1002/chem.201203914,
PEVJOQ,10.1016/j.molstruc.2006.05.021,
PEVLEJ,10.1039/C2CE26695D,
PEVLIN,10.1039/C2CE26695D,
PEVPUD,10.1039/C3CC40635K,
PEVQAK,10.1039/C3CC40635K,
PEVQEO,10.1039/C3CC40635K,
PEVQIS,10.1039/C3CC40635K,
PEVQOY,10.1039/C3CC40635K,
PEVXAQ,10.2116/analscix.23.x1,
PEVYUM,10.1039/C3CE40162F,
PEVZAT,10.1039/C3CE40162F,
PEWFII,10.1002/chem.201203748,
PEWGEF,10.1039/C3CE00070B,
PEWKOT,10.1021/cg301570p,
PEWLUA,10.1039/C3SC21769H,
PEWXUL,10.1038/nmat1827,
PEWXUL01,10.1038/nmat1827,
PEXBIF,10.1016/j.poly.2013.03.060,
PEXTUI,-,y
PEYPAM,10.1039/c3dt32588a,
PEYPIU,10.1039/c3dt32588a,
PEYSIW,10.1038/nmat1827,
PEYVEV,10.1016/j.materresbull.2006.01.022,
PIBNUK,10.1021/ic0624773,
PIBNUK01,10.1021/ic0624773,
PIBPAS01,10.1021/ic0624773,
PIBPEW,10.1021/ic0624773,
PIBPEW01,10.1021/ic0624773,
PIBPIA,10.1021/ic0624773,
PICTIG,10.1016/j.poly.2013.05.030,
PIDMEV,10.1002/chem.200601534,
PIDMEV01,10.1002/chem.200601534,
PIFPIE,10.1002/chem.200601534,
PIGXAF,10.1002/anie.200701056,
PIGXUZ,10.1021/cg0700216,
PIHJOH,10.1080/15533174.2012.758153,
PIHNUQ,10.1039/b703429f,
PIHWAG,10.1039/C3CC43384F,
PIJJOI,10.1021/cg070320v,
PIJROR,10.1039/C3CC43384F,
PIKBUH,10.1016/j.poly.2007.03.044,
PILWIS,10.1080/00958972.2013.807920,
PITPEP,10.1039/C3DT53167H,
PIXHOV,10.1002/anie.201308606,
PIXHUB,10.1002/anie.201308606,
PIXPET,10.1002/anie.201308606,
PIYFIO,10.1002/jccs.201300152,
PIYGUB,10.1002/jccs.201300152,
PIYZAZ,10.1002/anie.200704421,
PIZNOB,-,y
PIZPAP,-,y
PIZPET,-,y
PIZPIX,-,y
PIZPOD,-,y
PIZQIA,10.1021/ic500436g,
PIZQOG,10.1021/ic500436g,
PIZQUM,10.1021/ic500436g,
PIZRAT,10.1021/ic500436g,
PIZREX,10.1021/ic500436g,
PIZRIB,10.1021/ic500436g,
PIZROH,10.1021/ic500436g,
PIZRUN,10.1021/ic500436g,
PIZSAU,10.1021/ic500436g,
POBGAQ,10.1021/ic500463m,
POBGAQ01,10.1021/ic500463m,
POBGAQ02,10.1021/ic500463m,
POBGOE01,10.1021/ic500463m,
POBMOJ01,10.1021/ic801948z,
POBYAH,10.1002/anie.200705709,
POCPAZ,10.1080/00958970701615854,
PODKOK,10.1021/cm404155s,
PODKUQ,10.1021/cm404155s,
PODVIP,10.1021/ic500220d,
PODVUB,10.1021/ic500220d,
PODWIQ,10.1021/ic500311y,
PODXEN,10.1021/ic5003226,
PODXIR,10.1021/ic5003226,
POFHAV,10.1021/cg4016756,
POHLOP,10.1021/cg401452p,
POHLUV,10.1021/cg401452p,
POHMAC,10.1021/cg401452p,
POJTOY01,10.1039/b809419e,
POJTUE,10.1039/b809419e,
POKGEC,10.1021/cg800087q,
POKSAL,10.1016/j.jssc.2014.03.021,
POKSEP,10.1016/j.jssc.2014.03.021,
POKSIT,10.1016/j.jssc.2014.03.021,
POKSOZ,10.1016/j.jssc.2014.03.021,
POKSUF,10.1016/j.jssc.2014.03.021,
POKTAM,10.1016/j.jssc.2014.03.021,
POKTEQ,10.1016/j.jssc.2014.03.021,
POKTOA,10.1016/j.jssc.2014.03.021,
POKTUG,10.1016/j.jssc.2014.03.021,
POKVAO,10.1016/j.jssc.2014.03.021,
POKVES,10.1016/j.jssc.2014.03.021,
POKVIW,10.1016/j.jssc.2014.03.021,
POKVOC,10.1016/j.jssc.2014.03.021,
POKVUI,10.1016/j.jssc.2014.03.021,
POKWIX,10.1016/j.jssc.2014.03.025,
POKXIX,10.1021/ic801140u,
POLNAG,10.1016/j.inoche.2008.07.025,
POLYEW,10.1039/C4CE01635A,
POMSER,10.1016/j.inoche.2014.07.015,
POMSOB,10.1016/j.inoche.2014.07.015,
POMXIA,10.1016/j.inoche.2012.09.012,
POQXAV,10.1016/j.inoche.2008.11.015,
PORLAL,10.1002/chem.201402244,
PORLEP,10.1002/zaac.201400071,
PORVUO,10.1016/j.ica.2008.07.030,
POSFOU,10.1021/cg401811c,
POSGOV,10.1021/cg401811c,
POSGUB,10.1021/cg401811c,
POTNET,10.1021/acs.cgd.5b00205,
POTREX,private communication,y
POVXII,10.1107/S0108270109014693,
POVZOR,10.1039/C4CE01409J,
POVZUX,10.1039/C4CE01409J,
POWBIO,10.1039/C4CE01409J,
POXHIU,10.1016/j.inoche.2008.12.011,
POXHOA,10.1016/j.inoche.2008.12.011,
POXHUG,10.1016/j.inoche.2008.12.011,
POZHUI,10.1021/ja807229a,
POZKUL,10.1021/ja809067t,
PUDSIR,10.1021/cg9000736,
PUDSIR01,10.1021/cg9000736,
PUDSOX,10.1021/cg9000736,
PUDSUD,10.1021/cg9000736,
PUJQEQ,10.1039/A708943K,
PULDOQ,10.1080/00958970903302731,
PUMNIV,10.1007/s10870-009-9607-z,
PUMNOB,10.1007/s10870-009-9607-z,
PUNFIO,10.1021/cg901332m,
PUNSUN,10.1021/cg901075r,
PUPHUE,10.1016/j.molstruc.2009.11.018,
PUPNAQ,10.1021/cg9011857,
PUPXII,10.1016/j.molstruc.2009.09.038,
PUQHEP,10.1021/cg900694k,
PUQHIT,10.1021/cg900694k,
PUQXUV,10.1021/cg901181x,
PUQYAC,10.1021/cg901181x,
PURJAO,10.1039/b913910a,
PURJES,10.1039/b913910a,
PURJIW,10.1039/b913910a,
PURQEZ,10.1021/cg901114e,
PURQID,10.1021/cg901114e,
PURQOJ,10.1021/cg9015096,
PURQUP,10.1021/cg9015096,
PURRIE,10.1021/cg901227h,
PURSOK,10.1021/ja974172g,
PURTEC,10.1021/cg901128k,
PUSDIR,10.1039/b913067e,
